meta_step,outer_loss
0,2.2979507446289062
1,2.304497003555298
2,2.3049120903015137
3,2.303539276123047
4,2.301854372024536
5,2.305173873901367
6,2.304947853088379
7,2.303133487701416
8,2.3064067363739014
9,2.3046529293060303
10,2.305049419403076
11,2.3049540519714355
12,2.303273916244507
13,2.3043181896209717
14,2.3036792278289795
15,2.305534839630127
16,2.303800582885742
17,2.3046884536743164
18,2.3061301708221436
19,2.301741600036621
20,2.3053667545318604
21,2.3061060905456543
22,2.301844835281372
23,2.3028314113616943
24,2.3003296852111816
25,2.302086353302002
26,2.3010847568511963
27,2.3062963485717773
28,2.308863639831543
29,2.305285930633545
30,2.3019022941589355
31,2.3033154010772705
32,2.3024239540100098
33,2.3018369674682617
34,2.3066391944885254
35,2.3034491539001465
36,2.304617404937744
37,2.3017871379852295
38,2.3031816482543945
39,2.303419828414917
40,2.304622173309326
41,2.3047544956207275
42,2.3007984161376953
43,2.3038461208343506
44,2.3031394481658936
45,2.3025479316711426
46,2.302119493484497
47,2.30134916305542
48,2.3055100440979004
49,2.3058104515075684
50,2.30409574508667
51,2.307407855987549
52,2.3047595024108887
53,2.3040974140167236
54,2.303612470626831
55,2.306670665740967
56,2.3023805618286133
57,2.3054308891296387
58,2.3066134452819824
59,2.303452491760254
60,2.304072380065918
61,2.3059628009796143
62,2.3033668994903564
63,2.303972005844116
64,2.3056299686431885
65,2.3080930709838867
66,2.302217960357666
67,2.3028697967529297
68,2.3022024631500244
69,2.3019771575927734
70,2.306523323059082
71,2.305900812149048
72,2.3008475303649902
73,2.3078725337982178
74,2.30434513092041
75,2.3059186935424805
76,2.3000917434692383
77,2.3074381351470947
78,2.3035202026367188
79,2.3019065856933594
80,2.3064517974853516
81,2.302678108215332
82,2.303406238555908
83,2.30482816696167
84,2.3058674335479736
85,2.304574489593506
86,2.306004524230957
87,2.3048977851867676
88,2.3062829971313477
89,2.3035058975219727
90,2.303354263305664
91,2.302941083908081
92,2.303025484085083
93,2.305182933807373
94,2.2979331016540527
95,2.304481029510498
96,2.3049142360687256
97,2.303556442260742
98,2.3018617630004883
99,2.3051657676696777
100,2.3049495220184326
101,2.303149700164795
102,2.3064005374908447
103,2.3046553134918213
104,2.3050413131713867
105,2.304953098297119
106,2.303288698196411
107,2.304311990737915
108,2.3036727905273438
109,2.3055357933044434
110,2.3037986755371094
111,2.304685354232788
112,2.3061113357543945
113,2.3017494678497314
114,2.305353879928589
115,2.3060789108276367
116,2.301862955093384
117,2.302835464477539
118,2.3003575801849365
119,2.3020949363708496
120,2.301065444946289
121,2.306290626525879
122,2.3088552951812744
123,2.3052773475646973
124,2.301896572113037
125,2.3033125400543213
126,2.3024234771728516
127,2.301835536956787
128,2.306652069091797
129,2.3034377098083496
130,2.304622173309326
131,2.30180025100708
132,2.3031790256500244
133,2.303402900695801
134,2.304638624191284
135,2.304769992828369
136,2.300785541534424
137,2.3038511276245117
138,2.303138017654419
139,2.302520513534546
140,2.3021023273468018
141,2.3013510704040527
142,2.3055155277252197
143,2.3058032989501953
144,2.304069995880127
145,2.3073716163635254
146,2.3047595024108887
147,2.3040947914123535
148,2.303617238998413
149,2.30666184425354
150,2.309675693511963
151,2.3078951835632324
152,2.303452253341675
153,2.3089840412139893
154,2.307887554168701
155,2.308483123779297
156,2.308605432510376
157,2.307173252105713
158,2.304731845855713
159,2.3006386756896973
160,2.306483268737793
161,2.304802417755127
162,2.3080363273620605
163,2.30556321144104
164,2.307076930999756
165,2.3054537773132324
166,2.3040807247161865
167,2.303091049194336
168,2.308568000793457
169,2.3016953468322754
170,2.3080062866210938
171,2.3057966232299805
172,2.307278871536255
173,2.304549217224121
174,2.306952476501465
175,2.3037214279174805
176,2.304274559020996
177,2.3036117553710938
178,2.310697317123413
179,2.3050954341888428
180,2.304481029510498
181,2.307673454284668
182,2.3081295490264893
183,2.304495334625244
184,2.307166337966919
185,2.3041858673095703
186,2.3053693771362305
187,2.3060953617095947
188,2.3085267543792725
189,2.306760787963867
190,2.3043742179870605
191,2.3058252334594727
192,2.307689666748047
193,2.3053925037384033
194,2.305940628051758
195,2.30533504486084
196,2.306784152984619
197,2.3047797679901123
198,2.3069074153900146
199,2.303405284881592
200,2.306515693664551
201,2.307703971862793
202,2.3072023391723633
203,2.30678129196167
204,2.308204174041748
205,2.3053228855133057
206,2.307128429412842
207,2.3041887283325195
208,2.309788465499878
209,2.3047144412994385
210,2.3072304725646973
211,2.3072915077209473
212,2.308253526687622
213,2.3092663288116455
214,2.309570789337158
215,2.3037288188934326
216,2.3061904907226562
217,2.306040048599243
218,2.3048062324523926
219,2.3094348907470703
220,2.310394048690796
221,2.310718059539795
222,2.3030662536621094
223,2.304957389831543
224,2.3044846057891846
225,2.3068037033081055
226,2.306915760040283
227,2.305149793624878
228,2.30452823638916
229,2.3073201179504395
230,2.3067121505737305
231,2.3036866188049316
232,2.30631422996521
233,2.302500009536743
234,2.3096840381622314
235,2.306074619293213
236,2.306626796722412
237,2.3064517974853516
238,2.306347370147705
239,2.3034133911132812
240,2.306513547897339
241,2.307126522064209
242,2.3082070350646973
243,2.3084945678710938
244,2.309635639190674
245,2.307858943939209
246,2.3034958839416504
247,2.308985948562622
248,2.3078556060791016
249,2.3085055351257324
250,2.308581829071045
251,2.3071560859680176
252,2.3047306537628174
253,2.3006021976470947
254,2.3064680099487305
255,2.3047962188720703
256,2.3080086708068848
257,2.3055503368377686
258,2.307102680206299
259,2.305445909500122
260,2.304060459136963
261,2.3031058311462402
262,2.3085639476776123
263,2.301729202270508
264,2.3079681396484375
265,2.305760145187378
266,2.3072433471679688
267,2.30454683303833
268,2.3069636821746826
269,2.3037264347076416
270,2.3042914867401123
271,2.303589105606079
272,2.310683488845825
273,2.3051071166992188
274,2.3045060634613037
275,2.3076705932617188
276,2.3081536293029785
277,2.3044419288635254
278,2.3071374893188477
279,2.3041391372680664
280,2.3053605556488037
281,2.306109666824341
282,2.3085250854492188
283,2.306701183319092
284,2.304399013519287
285,2.305818557739258
286,2.307617664337158
287,2.305393934249878
288,2.3058969974517822
289,2.305281639099121
290,2.3067803382873535
291,2.304750919342041
292,2.3069000244140625
293,2.3033900260925293
294,2.3064990043640137
295,2.3077139854431152
296,2.3072142601013184
297,2.306809186935425
298,2.3082072734832764
299,2.3053135871887207
300,2.3088812828063965
301,2.3064818382263184
302,2.3037772178649902
303,2.3057267665863037
304,2.3035082817077637
305,2.3038344383239746
306,2.307352066040039
307,2.3032803535461426
308,2.307089328765869
309,2.303119659423828
310,2.3063035011291504
311,2.307584762573242
312,2.30183744430542
313,2.3067374229431152
314,2.3061516284942627
315,2.3074469566345215
316,2.3066673278808594
317,2.3042244911193848
318,2.30507230758667
319,2.302433490753174
320,2.305990695953369
321,2.3062186241149902
322,2.3052821159362793
323,2.302464723587036
324,2.304945945739746
325,2.3029708862304688
326,2.3044440746307373
327,2.307255268096924
328,2.304934024810791
329,2.305192708969116
330,2.3073818683624268
331,2.3069441318511963
332,2.303317070007324
333,2.304251194000244
334,2.3064191341400146
335,2.3047420978546143
336,2.3018198013305664
337,2.303833246231079
338,2.3054745197296143
339,2.3059160709381104
340,2.305682420730591
341,2.3065690994262695
342,2.3061623573303223
343,2.3032495975494385
344,2.304802894592285
345,2.3031063079833984
346,2.3070664405822754
347,2.3058810234069824
348,2.3021349906921387
349,2.3079075813293457
350,2.304220199584961
351,2.3086366653442383
352,2.3054323196411133
353,2.303424596786499
354,2.305495023727417
355,2.304302930831909
356,2.3061277866363525
357,2.3035035133361816
358,2.3046231269836426
359,2.306448459625244
360,2.3038172721862793
361,2.3071820735931396
362,2.3047404289245605
363,2.305102825164795
364,2.305320978164673
365,2.302715301513672
366,2.3083982467651367
367,2.30592942237854
368,2.306082248687744
369,2.3068084716796875
370,2.3008480072021484
371,2.3057732582092285
372,2.3038225173950195
373,2.303400993347168
374,2.3038992881774902
375,2.3089706897735596
376,2.3031697273254395
377,2.3034818172454834
378,2.307096004486084
379,2.309049129486084
380,2.3081095218658447
381,2.305973529815674
382,2.305422306060791
383,2.30582857131958
384,2.3067660331726074
385,2.303128480911255
386,2.3059744834899902
387,2.307778835296631
388,2.304476261138916
389,2.30635404586792
390,2.3051881790161133
391,2.30564546585083
392,2.3047573566436768
393,2.305586814880371
394,2.3088464736938477
395,2.3064448833465576
396,2.3037915229797363
397,2.3057096004486084
398,2.303473711013794
399,2.3038554191589355
400,2.307326078414917
401,2.303257465362549
402,2.307077646255493
403,2.30316424369812
404,2.306303024291992
405,2.3075904846191406
406,2.301802158355713
407,2.306713581085205
408,2.306123971939087
409,2.3073840141296387
410,2.3067002296447754
411,2.304229736328125
412,2.305072069168091
413,2.30242657661438
414,2.3059451580047607
415,2.30621337890625
416,2.305276870727539
417,2.3024706840515137
418,2.304927110671997
419,2.3029818534851074
420,2.304438591003418
421,2.3072450160980225
422,2.3049025535583496
423,2.3051772117614746
424,2.3073487281799316
425,2.3069212436676025
426,2.303323745727539
427,2.3042688369750977
428,2.306407928466797
429,2.3047165870666504
430,2.3018133640289307
431,2.303863048553467
432,2.3054697513580322
433,2.3059141635894775
434,2.3056411743164062
435,2.30657958984375
436,2.3061466217041016
437,2.303298234939575
438,2.3047518730163574
439,2.303112268447876
440,2.3070521354675293
441,2.3058719635009766
442,2.3021492958068848
443,2.3078370094299316
444,2.304163932800293
445,2.3085825443267822
446,2.305471897125244
447,2.3034393787384033
448,2.3055272102355957
449,2.304307699203491
450,2.3041160106658936
451,2.310410261154175
452,2.30635404586792
453,2.3072762489318848
454,2.3129143714904785
455,2.3019094467163086
456,2.304590940475464
457,2.3027493953704834
458,2.304983615875244
459,2.308234691619873
460,2.303344488143921
461,2.308802366256714
462,2.30535626411438
463,2.3056020736694336
464,2.304981231689453
465,2.302309036254883
466,2.3087637424468994
467,2.307260513305664
468,2.3048434257507324
469,2.30477237701416
470,2.3066868782043457
471,2.3089804649353027
472,2.304298162460327
473,2.29721999168396
474,2.303410768508911
475,2.3083081245422363
476,2.310190439224243
477,2.30880069732666
478,2.307095527648926
479,2.3069777488708496
480,2.3076608180999756
481,2.3055710792541504
482,2.3075709342956543
483,2.3039963245391846
484,2.303150177001953
485,2.302802562713623
486,2.305324077606201
487,2.3070051670074463
488,2.304046154022217
489,2.3048958778381348
490,2.3053388595581055
491,2.30713152885437
492,2.3074584007263184
493,2.306230306625366
494,2.3022797107696533
495,2.3085107803344727
496,2.300358533859253
497,2.309023380279541
498,2.3076353073120117
499,2.2997283935546875
500,2.3091323375701904
501,2.3050332069396973
502,2.303168535232544
503,2.3043289184570312
504,2.303565502166748
505,2.3087191581726074
506,2.305163621902466
507,2.3054585456848145
508,2.3052873611450195
509,2.305220127105713
510,2.3069357872009277
511,2.3058876991271973
512,2.3068957328796387
513,2.3057351112365723
514,2.305882215499878
515,2.305450439453125
516,2.304978370666504
517,2.3043456077575684
518,2.3029141426086426
519,2.309330463409424
520,2.306150436401367
521,2.309502601623535
522,2.306118965148926
523,2.3044044971466064
524,2.305434226989746
525,2.3029112815856934
526,2.3027501106262207
527,2.3090121746063232
528,2.3091678619384766
529,2.3047847747802734
